Season,PlayerName,playerid,Age,position,Team,PA,H,R,RBI,HR,SB,AVG,OBP,SLG,EV,LA,BarrelPct,HardHitPct,Events
2020,Willie Calhoun,17838,25,DH/OF,TEX,108,19,3,13,1,0,0.19,0.2315,0.26,89.3,14.4,1.2,38.8,85
2020,Jo Adell,20220,21,OF,LAA,132,20,9,7,3,0,0.1613,0.2121,0.2661,90.6,11.4,4.3,36.2,69
2021,Trea Turner,16252,28,SS,2 Tms,646,195,107,77,28,32,0.3277,0.3746,0.5361,89.6,11.4,7.4,46.2,489
2021,Juan Soto,20123,22,OF,WSN,654,157,111,95,29,9,0.3127,0.4648,0.5339,93,5.8,13.3,52.7,414
2021,Fernando Tatis Jr.,19709,22,SS/OF,SDP,546,135,99,97,42,25,0.2824,0.3645,0.6109,93.9,13.8,21.3,55.6,329
2021,Bryce Harper,11579,28,OF,PHI,599,151,101,84,35,13,0.3094,0.4288,0.6148,92.5,13.3,18.1,49.7,360
2021,José Ramírez,13510,28,3B,CLE,636,147,111,103,36,27,0.2663,0.3553,0.538,90,18.2,11.1,42.4,470
2021,Bryan Reynolds,19326,26,OF,PIT,646,169,93,90,24,5,0.3023,0.3901,0.5224,89.4,13.4,10.4,40.8,444
2021,Vladimir Guerrero Jr.,19611,22,1B,TOR,698,188,123,111,48,4,0.3113,0.4011,0.601,95.1,9.4,15.1,55.2,496
2021,Carlos Correa,14162,26,SS,HOU,640,155,104,92,26,0,0.2793,0.3656,0.4847,90.2,12.1,9.4,42.7,445
2021,Cedric Mullins,17929,26,OF,BAL,675,175,91,59,30,30,0.2907,0.3596,0.5183,89.4,14.8,8.1,39.4,482
2021,Marcus Semien,12533,30,2B/SS,TOR,724,173,115,102,45,15,0.2653,0.3343,0.5383,89.7,20.3,9.8,41.3,509
2021,Aaron Judge,15640,29,OF,NYY,633,158,89,98,39,6,0.2873,0.3728,0.5436,95.8,11.6,17.6,58.4,397
2021,Nicky Lopez,19339,26,2B/SS,KCR,565,149,78,43,2,22,0.2998,0.3653,0.3783,86.8,2.8,0.7,26.9,438
2021,Tyler O'Neill,15711,26,OF,STL,537,138,89,80,34,15,0.2863,0.352,0.5602,93,17.8,17.9,52.2,318
2021,Jose Altuve,5417,31,2B,HOU,678,167,117,83,31,5,0.2779,0.3501,0.4892,87.7,15.6,6.4,35,517
2021,Starling Marte,9241,32,OF,2 Tms,526,145,89,55,12,47,0.3105,0.3829,0.4582,87.6,4.6,8.4,39.6,371
2021,Austin Riley,18360,24,3B,ATL,662,179,91,107,33,0,0.3034,0.3671,0.5305,90.1,14.2,13.3,45.6,430
2021,Shohei Ohtani,19755,26,DH,LAA,639,138,103,100,46,26,0.257,0.3725,0.5922,93.6,16.6,22.3,53.6,350
2021,Matt Olson,14344,27,1B,OAK,673,153,101,111,39,4,0.2708,0.3715,0.5398,91.6,16.2,12.7,48.8,463
2021,Kyle Tucker,18345,24,OF,HOU,567,149,83,92,30,14,0.2945,0.3593,0.5573,91.4,17.6,11.6,47.5,421
2021,Bo Bichette,19612,23,SS,TOR,690,191,121,102,29,25,0.2984,0.3435,0.4844,91.4,7.3,9.9,47.5,507
2021,Paul Goldschmidt,9218,33,1B,STL,679,177,102,99,31,12,0.2935,0.3652,0.5141,92.6,17.1,13.6,50.6,472
2021,Freddie Freeman,5361,31,1B,ATL,695,180,120,83,31,8,0.3,0.3928,0.5033,91.4,12,11.5,46.1,495
2021,J.T. Realmuto,11739,30,C,PHI,537,125,64,73,17,13,0.2626,0.3426,0.4391,89.6,11.5,8.6,44.7,349
2021,Will Smith,19197,26,C,LAD,501,107,71,76,25,3,0.2585,0.3653,0.4952,90.1,19.4,10.8,43.8,324
2021,Max Muncy,13301,30,1B/3B,LAD,592,124,95,94,36,2,0.2495,0.3682,0.5272,91.2,15.2,16.1,46.6,378
2021,Manny Machado,11493,28,3B,SDP,640,157,92,106,28,12,0.2784,0.3469,0.4894,93.1,14,13.3,52.2,473
2021,Brandon Lowe,18882,26,2B,TBR,615,132,97,99,39,7,0.2467,0.3398,0.5234,89.3,16.9,14,43.1,371
2021,Joey Gallo,14128,27,OF,2 Tms,616,99,90,77,38,6,0.1988,0.3506,0.4578,91.5,22.7,18.5,45.8,286
2021,Ronald Acuña Jr.,18401,23,OF,ATL,360,84,72,52,24,17,0.2828,0.3944,0.596,93.8,18.2,20.3,54.8,217
2021,Tim Anderson,15172,28,SS,CHW,551,163,94,61,17,18,0.3093,0.3376,0.4687,89.6,4.3,7.8,42.3,409
2021,Nolan Arenado,9777,30,3B,STL,653,151,81,105,34,2,0.2546,0.3124,0.4941,89,20,6.7,37.5,504
2021,Rafael Devers,17350,24,3B,BOS,664,165,101,113,38,5,0.2792,0.3524,0.5381,92.9,13.1,15,51.8,452
2021,Xander Bogaerts,12161,28,SS,BOS,603,156,90,79,23,5,0.2949,0.3698,0.4934,89.6,12.5,9.7,43,423
2021,Javier Báez,12979,28,SS,2 Tms,547,133,80,87,31,18,0.2649,0.3187,0.494,90.1,10.6,13.4,45.2,321
2021,Byron Buxton,14161,27,OF,MIN,254,72,50,32,19,9,0.3064,0.3583,0.6468,92.5,13.3,17.9,53.8,173
2021,Justin Turner,5235,36,3B,LAD,612,148,87,87,27,3,0.2777,0.3611,0.4709,90.9,19.2,7.9,42.4,441
2021,Teoscar Hernández,13066,28,OF,TOR,595,163,92,116,32,12,0.2964,0.3462,0.5236,91.8,13.1,13.9,49,404
2021,Jorge Polanco,13152,27,2B/SS,MIN,644,158,97,98,33,11,0.2687,0.323,0.5034,89.4,19.3,10.1,37.4,476
2021,Francisco Lindor,12916,27,SS,NYM,524,104,73,63,20,10,0.2301,0.3224,0.4115,90.7,14.4,8.2,44.1,365
2021,Mookie Betts,13611,28,OF,LAD,550,123,93,58,23,10,0.2639,0.3673,0.4871,90.3,18.9,7.8,41,385
2021,Randy Arozarena,19290,26,OF,TBR,604,145,94,69,20,20,0.2741,0.356,0.4594,89.9,7.6,8.2,42.3,364
2021,Jeimer Candelario,13621,27,3B,DET,626,151,75,67,16,0,0.2711,0.3514,0.4434,88.7,12.6,9,39.1,422
2021,Corey Seager,13624,27,SS,LAD,409,108,54,57,16,1,0.3059,0.3936,0.5212,91,10.7,12.4,49.3,290
2021,Yoán Moncada,17232,26,3B,CHW,616,137,74,61,14,3,0.2635,0.375,0.4115,90.1,11.3,8.2,41.2,365
2021,Jake Cronenworth,18036,27,1B/2B,SDP,643,151,94,71,21,4,0.2663,0.3402,0.4603,88.6,12.5,7.2,35,483
2021,Nick Castellanos,11737,29,3B/OF,CIN,585,164,95,100,34,3,0.3089,0.3624,0.5763,89.8,14,10.6,46.9,416
2021,Matt Chapman,16505,28,3B,OAK,622,111,75,72,27,3,0.2098,0.3135,0.4026,89.7,18.6,13.7,41.7,336
2021,Ozzie Albies,16556,24,2B,ATL,686,163,103,106,30,20,0.2591,0.3105,0.4881,89.6,21.1,9.3,37.2,508
2021,Enrique Hernández,10472,29,OF,BOS,585,127,84,60,20,1,0.25,0.3368,0.4488,90.8,17.9,8.4,43.2,405
2021,Yasmani Grandal,11368,32,C,CHW,375,67,60,62,23,0,0.2401,0.4198,0.5197,93.1,14.2,13.3,53.2,203
2021,Pete Alonso,19251,26,1B,NYM,637,147,81,94,37,3,0.262,0.3438,0.5187,91,14.7,14.8,47.3,438
2021,Yordan Alvarez,19556,24,DH/OF,HOU,598,149,92,104,33,1,0.2775,0.3462,0.5307,93.2,14.1,15.9,54.2,395
2021,Luis Robert Jr.,20043,23,OF,CHW,296,93,42,43,13,6,0.3382,0.3784,0.5673,91.2,13.8,12.5,45.1,216
2021,Jonathan India,21523,24,2B,CIN,631,143,98,69,21,12,0.2688,0.3762,0.4586,87.6,13.1,9.6,38.6,396
2021,Dansby Swanson,18314,27,SS,ATL,653,146,78,88,27,9,0.2483,0.3113,0.449,89.3,14.1,11.4,42.7,429
2021,Sean Murphy,19352,26,C,OAK,448,85,47,59,17,0,0.2163,0.3058,0.4046,89.2,15.4,11.3,42.6,282
2021,Adam Frazier,15223,29,2B/OF,2 Tms,639,176,83,43,5,10,0.305,0.3679,0.4107,85.4,12.6,1,25.2,512
2021,Jesse Winker,13590,27,OF,CIN,485,129,77,71,24,1,0.305,0.3938,0.5556,90.6,10.8,11.2,47.1,348
2021,Brandon Nimmo,12927,28,OF,NYM,386,95,51,28,8,5,0.2923,0.401,0.4369,89.3,8.8,4,41.1,248
2021,Ty France,17982,26,1B,SEA,650,166,85,73,18,0,0.2907,0.3677,0.4448,88.5,11,6.8,38.9,471
2021,Willy Adames,15986,25,SS,2 Tms,555,130,77,73,25,5,0.2616,0.3369,0.4809,89.5,16.8,11.4,44.7,342
2021,Kris Bryant,15429,29,3B/OF,2 Tms,586,136,86,73,25,10,0.2651,0.3532,0.4815,88.2,15.1,10.3,40,380
2021,Myles Straw,17620,26,OF,2 Tms,638,153,86,48,4,30,0.2713,0.3485,0.3475,87.1,11.9,1.3,26.2,448
2021,Jacob Stallings,13723,31,C,PIT,427,92,38,53,8,0,0.246,0.3349,0.369,88.1,10.7,4.5,36.4,291
2021,J.P. Crawford,15491,26,SS,SEA,687,169,89,54,9,3,0.273,0.3382,0.3764,86.3,9.8,2.4,30.6,510
2021,Giancarlo Stanton,4949,31,DH/OF,NYY,579,139,64,97,35,0,0.2725,0.3541,0.5157,95.1,10.3,15.7,56.3,356
2021,Tommy Edman,19470,26,2B,STL,691,168,91,56,11,30,0.2621,0.3077,0.3869,87.5,9.5,4.2,35.1,552
2021,Harrison Bader,18030,27,OF,STL,401,98,45,50,16,9,0.267,0.3242,0.4605,86.2,13.3,7,31.7,284
2021,Mark Canha,11445,32,OF,OAK,625,120,93,61,17,12,0.2312,0.3584,0.3873,87.3,13.5,7.1,35.4,393
2021,José Abreu,15676,34,1B,CHW,659,148,86,117,30,1,0.2615,0.3505,0.4806,92,10.4,10.2,49.3,433
2021,Kevin Kiermaier,11038,31,OF,TBR,390,90,54,37,4,9,0.2586,0.3282,0.3879,86.6,1.1,4,36.4,253
2021,Amed Rosario,15518,25,SS,CLE,588,155,77,57,11,13,0.2818,0.3214,0.4091,88.8,5.5,2.8,43.5,434
2021,Chris Taylor,13757,30,OF,LAD,582,129,92,73,20,13,0.2544,0.3442,0.4379,88.2,17.4,10.2,38.1,344
2021,Adolis García,19287,28,OF,TEX,622,141,77,90,31,16,0.2427,0.2862,0.4544,91,14.7,11.5,45.5,391
2021,J.D. Martinez,6184,33,DH/OF,BOS,634,163,92,99,28,0,0.286,0.3491,0.5175,92.1,16.9,12.5,49.4,425
2021,Salvador Perez,7304,31,C,KCR,665,169,88,121,48,1,0.2726,0.3158,0.5435,93,15.9,16.3,56.2,454
2021,Kyle Schwarber,16478,28,DH/OF,2 Tms,471,106,76,71,32,1,0.2657,0.3737,0.5539,92.3,15.4,17.5,52.2,274
2021,Willson Contreras,11609,29,C,CHC,483,98,61,57,21,5,0.2373,0.3395,0.4383,91.8,9.6,11.1,48.4,279
2021,George Springer,12856,31,OF,TOR,342,79,59,50,22,4,0.2642,0.3519,0.5552,89.4,19,15.4,41.6,221
2021,Whit Merrifield,11281,32,2B/OF,KCR,720,184,97,74,10,40,0.2771,0.3167,0.3946,86.9,14.1,3.5,28.8,573
2021,Hunter Renfroe,15464,29,OF,BOS,572,135,89,96,31,1,0.2591,0.3147,0.501,90.1,15.6,14.4,44.3,397
2021,Robbie Grossman,5254,31,OF,DET,671,133,88,67,23,20,0.2388,0.3572,0.4147,87.8,21.1,7.6,34.1,410
2021,Trent Grisham,18564,24,OF,SDP,527,112,61,62,15,13,0.2424,0.327,0.4134,88.8,12.3,5.2,36.8,348
2021,Ryan McMahon,15112,26,3B,COL,596,134,80,86,23,6,0.2538,0.3305,0.4489,90.5,14.3,7.3,43.5,386
2021,Dylan Carlson,20126,22,OF,STL,619,144,79,65,18,2,0.2657,0.343,0.4373,88.2,15.1,7,31.1,399
2021,Ketel Marte,13613,27,2B,ARI,374,108,52,50,14,2,0.3176,0.377,0.5324,91.1,10.3,8.9,48.4,281
2021,Patrick Wisdom,13602,29,3B,CHC,375,78,54,61,28,4,0.2308,0.3048,0.5178,91.2,19.1,16.2,51.9,185
2021,Luis Urías,16622,24,2B/3B,MIL,570,122,77,75,23,5,0.249,0.3445,0.4449,87.9,14.2,9.3,40.5,378
2021,Adam Duvall,10950,32,OF,2 Tms,555,117,67,113,38,5,0.2281,0.2811,0.4912,89.8,23.6,16.1,43.9,342
2021,Max Kepler,12144,28,OF,MIN,490,90,61,54,19,10,0.2113,0.3061,0.4131,89.8,16.3,10.8,42.5,334
2021,Anthony Rizzo,3473,31,1B,2 Tms,576,123,73,61,22,6,0.248,0.3438,0.4395,90.1,14.8,7.7,41.1,414
2021,Trevor Story,12564,28,SS,COL,595,132,88,75,24,20,0.251,0.3294,0.4715,90.6,17.5,9.9,42.6,392
2021,Josh Bell,13145,28,1B,WSN,568,130,75,88,27,0,0.261,0.3468,0.4759,92.5,4.9,8.8,52,400
2021,Mike Trout,10155,29,OF,LAA,146,39,23,18,8,2,0.3333,0.4658,0.6239,91.9,12.9,18.4,52.6,76
2021,Alex Bregman,17678,27,3B,HOU,400,94,54,55,12,1,0.2701,0.355,0.4224,89,15.9,6.4,38.1,299
2021,Mitch Haniger,14274,30,OF,SEA,691,157,110,100,39,1,0.2532,0.3184,0.4855,89.3,14.8,12.6,45.1,459
2021,Mike Yastrzemski,14854,30,OF,SFG,532,105,75,71,25,4,0.2244,0.3107,0.4573,89.5,19.4,10.3,39.3,341
2021,Kyle Farmer,14813,30,2B/SS,CIN,529,127,60,63,16,2,0.2629,0.3163,0.4161,87.2,15.8,4.3,31.9,392
2021,Mitch Garver,15161,30,C/DH,MIN,243,53,29,34,13,1,0.256,0.358,0.5169,92.3,19,17.4,53.6,138
2021,Chas McCormick,19599,26,OF,HOU,320,73,47,50,14,4,0.257,0.3188,0.4472,90.3,18.6,10.2,49.2,187
2021,DJ LeMahieu,9874,32,2B,NYY,679,160,84,57,10,4,0.268,0.349,0.3618,90.6,5,3.7,43.5,508
2021,Manuel Margot,14712,26,OF,TBR,464,107,55,57,10,13,0.2542,0.3132,0.3824,87.9,10.7,5.1,40.2,356
2021,Nathaniel Lowe,19566,25,1B,TEX,642,147,75,72,18,8,0.2639,0.3567,0.4147,90.8,5,9.5,45.5,398
2021,Edmundo Sosa,17022,25,3B/SS,STL,326,78,39,27,6,4,0.2708,0.3457,0.3889,86.7,6,3.9,32,228
2021,Miguel Rojas,7802,32,SS,MIA,539,131,66,48,9,13,0.2646,0.3216,0.3919,86.2,11.5,2.8,32.9,423
2021,Rhys Hoskins,16472,28,1B,PHI,443,96,64,71,27,3,0.2468,0.3341,0.5296,91.2,21.7,17,46.3,283
2021,Michael A. Taylor,11489,30,OF,KCR,528,118,58,54,12,14,0.2443,0.2966,0.3561,89.4,12.1,6.6,40.2,346
2021,LaMonte Wade Jr.,18126,27,1B/OF,SFG,381,85,52,56,18,6,0.253,0.3263,0.4821,90.1,19.8,10.6,41.7,254
2021,Santiago Espinal,19997,26,2B/3B,TOR,246,69,32,17,2,6,0.3108,0.3755,0.4054,84.8,13.1,1.6,22.8,193
2021,Wilmer Flores,5827,29,1B,SFG,436,102,57,53,18,1,0.2622,0.3349,0.4473,88.6,18,6,35.4,336
2021,Ke'Bryan Hayes,18577,24,3B,PIT,396,93,49,38,6,9,0.2569,0.3157,0.3729,90.2,2.6,5.1,45.8,277
2021,Alex Verdugo,17027,25,OF,BOS,604,157,88,63,13,6,0.2886,0.351,0.4265,90,7.7,7.3,43.3,453
2021,Jazz Chisholm Jr.,20454,23,2B/OF,MIA,507,115,70,53,18,23,0.2478,0.303,0.4246,90.2,9,9,42,324
2021,Austin Hays,19363,25,OF,BAL,529,125,73,71,22,4,0.2561,0.308,0.4611,88.8,12.5,9.1,39.2,385
2021,Ramón Laureano,17128,26,OF,OAK,378,84,43,39,14,12,0.2463,0.3175,0.4428,87.9,11.9,10.7,40.2,244
2021,Jose Iglesias,10231,31,SS,2 Tms,511,131,65,48,9,5,0.2712,0.3092,0.3913,85.4,11.5,3.4,28.6,409
2021,Tyler Stephenson,17988,24,C,CIN,402,100,56,45,10,0,0.2857,0.3657,0.4314,88.4,7.4,5.4,38.2,280
2021,Daulton Varsho,19918,24,OF,ARI,315,70,41,38,11,6,0.2465,0.3185,0.4366,87.7,18,7.3,39.9,218
2021,Josh Rojas,19734,27,2B/3B,ARI,550,128,69,44,11,9,0.2645,0.3413,0.4112,88.2,8.4,4.8,31.1,351
2021,Carson Kelly,13620,26,C,ARI,359,73,41,46,13,0,0.2401,0.3426,0.4112,88.2,18.6,8.5,34,235
2021,Lourdes Gurriel Jr.,19238,27,OF,TOR,541,138,62,84,21,1,0.276,0.3185,0.466,89.7,10.5,9.6,43,405
2021,Yandy Díaz,16578,29,1B/3B,TBR,541,119,62,64,13,1,0.2559,0.353,0.3871,89.9,6.6,7,40.6,384
2021,Elias Díaz,11680,30,C,COL,371,83,52,44,18,0,0.2456,0.31,0.4645,87.1,14.7,7.9,37.6,279
2021,Isiah Kiner-Falefa,16512,26,SS,TEX,677,172,74,53,8,20,0.2709,0.3121,0.3575,85.5,5.4,1.8,28.8,548
2021,Luis Arraez,18568,24,1B/2B,MIN,479,126,58,42,2,2,0.2944,0.357,0.3762,88.4,9.9,2.3,30.6,386
2021,Nico Hoerner,21479,24,2B/SS,CHC,170,45,13,16,0,5,0.302,0.3824,0.3691,87,7.7,1.6,34.4,125
2021,Nick Ahmed,12147,31,SS,ARI,473,96,46,38,5,7,0.2212,0.2803,0.3387,87.2,10.1,2.4,27.9,333
2021,David Peralta,2136,33,OF,ARI,538,126,57,63,8,2,0.2587,0.3253,0.4025,89.3,5.3,5,41.8,397
2021,Austin Slater,16153,28,OF,SFG,306,66,39,32,12,15,0.2409,0.3203,0.4234,87.1,7.8,9.5,41.6,190
2021,Danny Jansen,16535,26,C,TOR,205,41,32,28,11,0,0.2228,0.299,0.4728,90,20.5,8.5,44.7,141
2021,Ian Happ,17919,26,OF,CHC,535,105,63,66,25,9,0.2258,0.3227,0.4344,89.5,9.9,10.9,41.3,312
2021,Andrew McCutchen,9847,34,OF,PHI,574,107,78,80,27,6,0.222,0.3345,0.444,88.8,14.6,9,39.5,357
2021,Michael Conforto,16376,28,OF,NYM,479,94,52,55,14,1,0.2315,0.3445,0.3842,88.5,13.2,9.2,39.5,304
2021,Reese McGuire,15674,26,C,TOR,217,50,22,10,1,0,0.2525,0.3102,0.3434,87.5,13.4,2.6,32.7,156
2021,Andrew Benintendi,17901,26,OF,KCR,538,136,63,73,17,8,0.2759,0.324,0.4422,89.6,15.4,8.9,43.2,403
2021,Christian Yelich,11477,29,OF,MIL,475,99,70,51,9,9,0.2481,0.3621,0.3734,91,2.8,7.6,48.8,289
2021,Donovan Solano,8623,33,2B,SFG,344,86,35,31,7,2,0.2801,0.344,0.4039,88.3,11,7.5,36.6,254
2021,Gleyber Torres,16997,24,2B,NYY,516,119,50,51,9,14,0.2593,0.3307,0.366,87.1,14.2,7.8,35.7,361
2021,J.D. Davis,16219,28,3B,NYM,211,51,18,23,5,1,0.2849,0.3839,0.4358,89.7,13.2,12.4,42.5,113
2021,Tyrone Taylor,13675,27,OF,MIL,271,60,33,43,12,6,0.2469,0.321,0.4568,88.6,16,7.6,37.3,185
2021,Paul DeJong,18015,27,SS,STL,402,70,44,45,19,4,0.1966,0.2836,0.3904,86.3,16.4,10.6,35.3,255
2021,Gio Urshela,10681,29,3B,NYY,442,112,42,49,14,1,0.2667,0.3009,0.419,88.9,7.5,8,42,312
2021,Ryan Jeffers,24618,24,C,MIN,293,53,28,35,14,0,0.1985,0.2696,0.4007,89.2,14,14.5,44,159
2021,Brendan Rodgers,17907,24,2B,COL,415,110,49,51,15,0,0.2842,0.3277,0.4703,88.8,6.3,6.2,40.3,305
2021,Thairo Estrada,16426,25,2B,SFG,132,33,19,22,7,1,0.2727,0.3333,0.4793,86.6,6.7,7.1,34.7,98
2021,Gary Sánchez,11442,28,C,NYY,440,78,54,54,23,0,0.2037,0.3068,0.423,89.5,20.5,13.7,42,262
2021,Andy Ibáñez,18819,28,2B/3B,TEX,272,70,31,25,7,0,0.2767,0.321,0.4348,88.8,15.5,7.3,38.6,220
2021,Seth Brown,18171,28,1B/OF,OAK,307,60,43,48,20,4,0.2135,0.2736,0.4804,88.9,20.9,13.9,40.2,194
2021,Jake Fraley,19260,26,OF,SEA,265,45,27,36,9,10,0.2103,0.3523,0.3692,85.3,12.1,6.2,33.6,146
2021,Jake Meyers,20308,25,OF,HOU,163,38,22,28,6,3,0.2603,0.323,0.4384,89.5,9.9,10.1,36.4,99
2021,Dylan Moore,18042,28,2B/OF,SEA,377,60,42,43,12,21,0.1807,0.2759,0.3343,86.5,20.4,8.6,33.3,222
2021,Jeff McNeil,15362,29,2B/OF,NYM,426,97,48,35,7,3,0.2513,0.3192,0.3601,88.1,12,4.3,33.4,329
2021,Ramón Urías,18795,27,3B,BAL,296,73,33,38,7,1,0.2786,0.3615,0.4122,89.6,5.2,9.7,42.5,186
2021,Tommy Pham,2967,33,OF,SDP,561,109,74,49,15,14,0.2295,0.3405,0.3832,90.8,7.6,10,47.6,351
2021,Christian Vázquez,9774,30,C,BOS,498,118,51,49,6,8,0.2576,0.3078,0.3515,86.3,13.6,2.6,31.1,379
2021,Gavin Lux,19955,23,2B,LAD,381,81,49,46,7,4,0.2418,0.3281,0.3642,89.8,11.3,3.9,40.2,254
2021,Jose Trevino,16725,28,C,TEX,302,68,23,30,5,1,0.2386,0.2667,0.3404,87.5,9.5,4.3,36.9,233
2021,Jesús Sánchez,19913,23,OF,MIA,251,57,27,36,14,0,0.2511,0.3187,0.489,90.2,8.7,12.7,42.7,150
2021,Eddie Rosario,12155,29,OF,2 Tms,412,98,42,62,14,11,0.2586,0.3049,0.4354,88.5,15.5,5.9,35.8,324
2021,Jake Rogers,19452,26,C,DET,127,27,17,17,6,1,0.2389,0.3065,0.4956,90.7,26.9,11.4,38.6,70
2021,Connor Joe,16572,28,1B/OF,COL,211,51,23,35,8,0,0.2849,0.3791,0.4693,88.2,14.6,9.9,39,141
2021,Travis d'Arnaud,7739,32,C,ATL,229,46,21,26,7,0,0.2201,0.2838,0.3876,89.9,5.9,7.6,43.9,157
2021,Lane Thomas,16939,25,OF,2 Tms,264,53,35,28,7,6,0.2345,0.3409,0.4115,91,12.3,7.3,45.7,164
2021,Taylor Ward,17548,27,OF,LAA,237,52,33,33,8,1,0.25,0.3319,0.4375,89.6,16.4,10.3,39.7,156
2021,Ryan Mountcastle,18373,24,1B,BAL,586,136,77,89,33,4,0.2547,0.3089,0.4869,89.1,16.3,11.8,39.7,380
2021,Garrett Cooper,15279,30,1B/DH,MIA,250,61,30,33,9,1,0.2837,0.38,0.4651,91.1,8.2,10.8,52.7,148
2021,Bryan De La Cruz,19600,24,OF,MIA,219,59,17,19,5,1,0.2965,0.3562,0.4271,88.4,11.1,5.4,42.2,147
2021,Alejandro Kirk,22581,22,C,TOR,189,40,19,24,8,0,0.2424,0.328,0.4364,92.3,14.7,11,46.9,145
2021,Jonah Heim,16930,26,C,TEX,285,52,22,32,10,3,0.1962,0.2394,0.3585,87.1,15.5,6.2,37.9,211
2021,Derek Hill,16947,25,OF,DET,150,36,19,14,3,6,0.259,0.3133,0.3885,86.9,9.2,5.2,29.9,97
2021,Tomás Nido,13755,27,C,NYM,161,34,16,13,3,1,0.2222,0.2609,0.3268,88.7,10,6.4,43.1,109
2021,Andrés Giménez,19950,22,2B,CLE,210,41,23,16,5,11,0.2181,0.2823,0.3511,86.4,8.8,3.6,30.4,138
2021,Austin Barnes,12158,31,C,LAD,225,43,28,23,6,1,0.215,0.2991,0.345,85.2,13.5,4.1,31.7,145
2021,Kyle Higashioka,5517,31,C,NYY,211,35,20,29,10,0,0.1813,0.2464,0.3886,90.5,21.7,15.6,48.1,135
2021,Travis Jankowski,13768,30,OF,PHI,157,33,24,10,1,5,0.2519,0.3636,0.3511,85.2,6.9,1.9,20.2,104
2021,Pavin Smith,19892,25,1B/OF,ARI,545,133,68,49,11,1,0.2671,0.3284,0.4036,87.2,9,5.1,42.7,393
2021,Randal Grichuk,10243,29,OF,TOR,545,123,59,81,22,0,0.2407,0.2807,0.4227,89.8,16.1,8.5,41.1,401
2021,Tyler Wade,15730,26,2B/OF,NYY,145,34,31,5,0,17,0.2677,0.3542,0.3228,82.2,5.3,1.1,13.8,90
2021,Kevin Pillar,12434,32,OF,NYM,347,75,40,47,15,4,0.2308,0.2767,0.4154,85.8,20.2,7.3,31.8,245
2021,Lars Nootbaar,21454,23,OF,STL,124,26,15,15,5,2,0.2385,0.3171,0.422,89.1,12.1,4.8,36.1,83
2021,Brandon Marsh,20202,23,OF,LAA,260,60,27,19,2,6,0.2542,0.3166,0.3559,92,7.7,10.9,51.7,147
2021,Luis Guillorme,16451,26,2B/3B,NYM,156,35,13,5,1,0,0.2652,0.3742,0.3106,86.4,4.7,0.9,22.7,110
2021,Gavin Sheets,19901,25,DH/OF,CHW,179,40,23,34,11,0,0.25,0.324,0.5062,90.4,11.7,9.9,44.6,121
2021,Abraham Toro,19844,24,2B/3B,2 Tms,375,80,45,46,11,6,0.2388,0.3147,0.3731,86.8,13.7,7.4,33.9,283
2021,Taylor Walls,22458,24,SS,TBR,176,32,15,15,1,4,0.2105,0.3143,0.2961,88.5,12.2,2.9,33.7,104
2021,Rob Refsnyder,13770,30,OF,MIN,157,34,21,12,2,1,0.2446,0.3248,0.3381,89.2,9.3,7,41,100
2021,Jorge Mateo,17273,26,SS,2 Tms,209,48,19,14,4,10,0.2474,0.2933,0.3763,85.4,14.1,5.7,31.2,141
2021,Sam Hilliard,17954,27,OF,COL,238,46,32,34,14,5,0.215,0.2941,0.4626,89.8,12,15,38.6,127
2021,Ha-Seong Kim,27506,25,SS,SDP,298,54,27,34,8,6,0.2022,0.2703,0.3521,86.7,13.6,4.5,31.8,201
2021,Josh Naylor,18839,24,1B,CLE,250,59,28,21,7,1,0.2532,0.3012,0.3991,89.8,9,7.4,42.6,188
2021,Ernie Clement,20352,25,3B,CLE,133,28,16,9,3,0,0.2314,0.2846,0.3388,86.7,15,3.8,24.8,105
2021,Christian Walker,13419,30,1B,ARI,445,98,55,46,10,0,0.2444,0.3146,0.3815,88.8,15.6,6.4,41.1,297
2021,Curt Casali,12510,32,C,SFG,231,42,20,26,5,0,0.21,0.313,0.35,86.4,23.3,5.9,31.1,135
2021,James McCann,12859,31,C,NYM,412,87,29,46,10,1,0.232,0.2937,0.3493,87.3,9.3,6.1,40.7,263
2021,Eloy Jiménez,17484,24,DH/OF,CHW,231,53,23,37,10,0,0.2488,0.303,0.4366,90.5,8.4,10.8,45.8,157
2021,Joc Pederson,11899,29,OF,2 Tms,481,102,55,61,18,2,0.2378,0.3098,0.4219,91,14.1,10.1,47.6,317
2021,Martín Maldonado,6887,34,C,HOU,426,64,40,36,12,0,0.1716,0.2723,0.3003,88,17.6,5.7,33.2,247
2021,Austin Hedges,12976,28,C,CLE,312,51,32,31,10,1,0.1783,0.2197,0.3077,85.8,19,3.8,30.1,209
2021,Alex Kirilloff,20325,23,1B/OF,MIN,231,54,23,34,8,1,0.2512,0.2987,0.4233,91,7,12.8,43.9,164
2021,Nick Gordon,16337,25,OF,MIN,216,48,19,23,4,10,0.24,0.2917,0.355,91.2,9.4,6.8,47.9,146
2021,Luis Torrens,15905,25,C,SEA,378,84,39,47,15,0,0.2428,0.2989,0.4306,90.9,6.1,10.4,43.2,250
2021,Anthony Rendon,12861,31,3B,LAA,249,52,24,34,6,0,0.2396,0.3293,0.3825,89.1,22.3,5.6,38.8,178
